ID;layanan_ID;last_layanan_ID;old_antrian_ID;display_loket_ID;prefix;antrian_no;status_print;loket_no;sid;user_ID;loket_call;tingkat_kepuasan;tanggal;ambil;mulai;akhir;leave;pending;detail;detail_android;priority;active;google_token;lokasi_ambil;central_loket_start;central_loket_end;central_loket_khusus;tanggal_booking;sync_online;pc_name;metode_pembayaran_ID
99;8;8;89;8;;50;0;8;8;1;1;-;2022-10-04;07:56:28;08:40:56;08:45:14;0;0;;;0;;;kiosk;;;;;0;DELL2;
100;1;1;;1;;59;0;2;1001;1;1;-;2022-10-04;07:57:08;08:01:29;08:06:40;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
101;9;9;91;9;;51;0;9;9;1;1;-;2022-10-04;07:58:14;08:52:48;08:57:18;0;0;;;0;;;kiosk;;;;;0;DELL;
102;1;1;;1;;60;0;3;2001;1;1;-;2022-10-04;07:58:49;08:01:55;08:02:44;1;0;;;0;;;kiosk;;;;;0;LOKET;
103;9;9;98;9;;54;0;9;9;1;1;-;2022-10-04;07:59:12;08:58:30;09:04:41;0;0;;;0;;;kiosk;;;;;0;PENGOBATAN_UMUM;
104;8;8;99;8;;55;0;8;8;1;1;-;2022-10-04;07:59:43;08:52:25;08:56:34;0;0;;;0;;;kiosk;;;;;0;DELL2;
105;1;1;;1;;61;0;1;1;1;1;-;2022-10-04;08:00:00;08:02:07;08:08:46;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
106;6;6;101;6;;56;0;6;6;1;1;-;2022-10-04;08:00:36;08:40:29;08:46:03;0;0;;;0;;;kiosk;;;;;0;RUANGANAK-PC;
107;1;1;;1;;62;0;3;2001;1;1;-;2022-10-04;08:00:54;08:02:44;08:03:59;1;0;;;0;;;kiosk;;;;;0;LOKET;
108;9;9;94;9;;53;0;9;9;1;1;-;2022-10-04;08:00:58;08:57:18;08:58:30;0;0;;;0;;;kiosk;;;;;0;DELL;
109;1;1;;1;;63;0;3;2001;1;1;-;2022-10-04;08:01:19;08:03:59;08:04:47;1;0;;;0;;;kiosk;;;;;0;LOKET;
110;6;6;109;6;;58;0;6;6;1;1;-;2022-10-04;08:01:40;08:46:03;08:47:06;0;0;;;0;;;kiosk;;;;;0;RUANGANAK-PC;
111;10;10;105;2;;57;0;10;10;1;1;-;2022-10-04;08:02:06;08:19:41;08:25:11;0;0;;;0;;;kiosk;;;;;0;DESKTOP-82VFEFF;
112;9;9;113;9;;60;0;9;9;1;1;-;2022-10-04;08:02:24;09:07:52;09:10:28;0;0;;;0;;;kiosk;;;;;0;PENGOBATAN_UMUM;
113;1;1;;1;;64;0;3;2001;1;1;-;2022-10-04;08:04:03;08:04:47;08:08:33;1;0;;;0;;;kiosk;;;;;0;LOKET;
114;7;7;120;;;63;0;0;0;0;0;-;2022-10-04;08:04:35;;;0;0;;;0;;;kiosk;;;;;0;LOKET;
115;6;6;116;6;;61;0;6;6;1;1;-;2022-10-04;08:05:00;08:47:06;08:53:25;0;0;;;0;;;kiosk;;;;;0;RUANGANAK-PC;
116;1;1;;1;;65;0;2;1001;1;1;-;2022-10-04;08:05:32;08:06:40;08:10:07;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
117;9;9;111;9;;59;0;9;9;1;1;-;2022-10-04;08:05:35;09:04:41;09:07:52;0;0;;;0;;;kiosk;;;;;0;PENGOBATAN_UMUM;
118;1;1;;1;;66;0;3;2001;1;1;-;2022-10-04;08:05:48;08:08:33;08:10:18;0;0;;;0;;;kiosk;;;;;0;LOKET;
119;1;1;;1;;67;0;1;1;1;1;-;2022-10-04;08:05:54;08:08:46;08:09:45;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
120;1;1;;1;;68;0;1;1;1;1;-;2022-10-04;08:05:59;08:09:45;08:11:31;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
121;1;1;;1;;69;0;2;1001;1;1;-;2022-10-04;08:06:08;08:10:07;08:11:26;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
122;1;1;;1;;70;0;3;2001;1;1;-;2022-10-04;08:07:02;08:10:18;08:27:22;0;0;;;0;;;kiosk;;;;;0;LOKET;
123;9;9;125;9;;64;0;9;9;1;1;-;2022-10-04;08:07:17;09:17:22;09:17:24;0;0;;;0;;;kiosk;;;;;0;DELL;
124;9;9;118;9;;62;0;9;9;1;1;-;2022-10-04;08:07:34;09:10:28;09:17:22;0;0;;;0;;;kiosk;;;;;0;DELL;
125;10;10;129;2;;65;0;10;10;1;1;-;2022-10-04;08:07:55;08:25:11;08:33:46;0;0;;;0;;;kiosk;;;;;0;DESKTOP-82VFEFF;
126;1;1;;1;;71;0;2;1001;1;1;-;2022-10-04;08:08:13;08:11:26;08:12:21;0;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
127;1;1;;1;;72;0;1;1;1;1;-;2022-10-04;08:08:25;08:11:31;08:15:29;0;0;;;0;;;kiosk;;;;;0;LOKET-PC;
128;1;1;;1;;73;0;2;1001;1;1;-;2022-10-04;08:08:37;08:12:21;08:15:19;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
129;1;1;;1;;74;0;2;1001;1;1;-;2022-10-04;08:09:31;08:15:19;08:19:30;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
130;9;9;132;9;;67;0;9;9;1;1;-;2022-10-04;08:09:41;09:17:24;09:17:25;0;0;;;0;;;kiosk;;;;;0;DELL;
131;1;1;;1;;75;0;1;1;1;1;-;2022-10-04;08:10:22;08:15:29;08:18:13;0;0;;;0;;;kiosk;;;;;0;LOKET-PC;
132;10;10;134;2;;69;0;10;10;1;1;-;2022-10-04;08:11:23;08:33:46;08:40:09;0;0;;;0;;;kiosk;;;;;0;DESKTOP-82VFEFF;
133;9;9;133;9;;68;0;9;9;1;1;-;2022-10-04;08:11:28;09:17:25;09:17:35;0;0;;;0;;;kiosk;;;;;0;PENGOBATAN_UMUM;
134;1;1;;1;;76;0;1;1;1;1;-;2022-10-04;08:11:49;08:18:13;08:23:12;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
135;1;1;;1;;77;0;2;1001;1;1;-;2022-10-04;08:13:46;08:19:30;08:23:06;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
136;1;1;;1;;78;0;2;1001;1;1;-;2022-10-04;08:15:15;08:23:06;08:30:14;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
137;4;4;141;4;;73;0;4;4;1;1;-;2022-10-04;08:15:15;08:51:41;09:02:15;0;0;;;0;;;kiosk;;;;;0;;
138;1;1;;1;;79;0;1;1;1;1;-;2022-10-04;08:15:19;08:23:12;08:26:06;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
139;1;1;;1;;80;0;1;1;1;1;-;2022-10-04;08:15:22;08:26:06;08:32:35;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
140;1;1;;1;;81;0;3;2001;1;1;-;2022-10-04;08:15:25;08:27:22;08:30:57;0;0;;;0;;;kiosk;;;;;0;LOKET;
141;1;1;;1;;82;0;2;1001;1;1;-;2022-10-04;08:17:47;08:30:14;08:30:40;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
142;1;1;;1;;83;0;2;1001;1;1;-;2022-10-04;08:18:22;08:30:40;08:31:52;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
143;1;1;;1;;84;0;3;2001;1;1;-;2022-10-04;08:19:23;08:30:57;08:33:37;1;0;;;0;;;kiosk;;;;;0;LOKET;
144;6;6;142;6;;74;0;6;6;1;1;-;2022-10-04;08:19:25;08:53:25;09:07:56;0;0;;;0;;;kiosk;;;;;0;RUANGANAK-PC;
145;9;9;147;9;;76;0;9;9;1;1;-;2022-10-04;08:19:26;09:17:35;09:25:44;0;0;;;0;;;kiosk;;;;;0;DELL;
146;1;1;;1;;85;0;2;1001;1;1;-;2022-10-04;08:19:29;08:31:52;08:34:56;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
147;1;1;;1;;86;0;1;1;1;1;-;2022-10-04;08:19:36;08:32:35;08:33:19;0;0;;;0;;;kiosk;;;;;0;LOKET-PC;
148;1;1;;1;;87;0;1;1;1;1;-;2022-10-04;08:19:43;08:33:19;08:33:36;0;0;;;0;;;kiosk;;;;;0;LOKET-PC;
149;1;1;;1;;88;0;1;1;1;1;-;2022-10-04;08:20:42;08:33:36;08:34:40;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
150;1;1;;1;;89;0;3;2001;1;1;-;2022-10-04;08:21:56;08:33:37;08:35:41;1;0;;;0;;;kiosk;;;;;0;LOKET;
151;6;6;148;6;;77;0;6;6;1;1;-;2022-10-04;08:22:59;09:07:56;09:14:31;0;0;;;0;;;kiosk;;;;;0;RUANGANAK-PC;
152;1;1;;1;;90;0;1;1;1;1;-;2022-10-04;08:23:01;08:34:40;08:39:55;1;0;;;0;;;kiosk;;;;;0;LOKET-PC;
153;1;1;;1;;91;0;2;1001;1;1;-;2022-10-04;08:23:53;08:34:56;08:36:45;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
154;1;1;;1;;92;0;3;2001;1;1;-;2022-10-04;08:24:58;08:35:41;08:38:07;0;0;;;0;;;kiosk;;;;;0;LOKET;
155;1;1;;1;;93;0;2;1001;1;1;-;2022-10-04;08:25:24;08:36:45;08:41:19;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
156;1;1;;1;;94;0;3;2001;1;1;-;2022-10-04;08:25:48;08:38:07;08:42:15;1;0;;;0;;;kiosk;;;;;0;LOKET;
157;8;8;151;8;;79;0;8;8;1;1;-;2022-10-04;08:26:05;08:56:34;09:00:24;0;0;;;0;;;kiosk;;;;;0;DELL2;
158;4;4;149;4;;78;0;4;4;1;1;-;2022-10-04;08:26:14;09:02:15;09:14:35;0;0;;;0;;;kiosk;;;;;0;;
159;8;8;93;8;;52;0;8;8;1;1;-;2022-10-04;08:27:01;08:45:14;08:52:25;0;0;;;0;;;kiosk;;;;;0;DELL2;
160;1;1;;1;;95;0;1;1;1;1;-;2022-10-04;08:29:00;08:39:55;08:43:57;0;0;;;0;;;kiosk;;;;;0;LOKET-PC;
161;1;1;;1;;96;0;2;1001;1;1;-;2022-10-04;08:29:05;08:41:19;08:43:26;1;0;;;0;;;kiosk;;;;;0;DESKTOP-VD50BPC;
162;1;1;;1;;97;0;3;2001;1;1;-;2022-10-04;08:29:14;08:42:15;08:43:06;0;0;;;0;;;kiosk;;;;;0;LOKET;
